1.3839470226440641e-05	-6.4488788497383837e-05	-7.5946909420574304e-06	-1.6297655905173823e-06	-2.5959139404994496e-15	1.6671193576013224e-15	9.2263135137202976e-06	-4.2992525680580382e-05	1.8671357714739860e-17	-5.5910054438287881e-18
-1.9194561474201452e-05	-4.2986852850325412e-06	1.2867190105776462e-05	-5.7454306188464322e-05	2.9989881603695685e-08	-1.3391277237612126e-07	-1.2796374316132329e-05	-2.8657901869652854e-06	3.2584807132284886e-08	-1.4549822610183427e-07
-7.5050580712432395e-07	3.2162184183600685e-06	-6.4585995834915214e-05	-1.5070717631218498e-05	-5.9152061995125592e-07	-1.3802758260400219e-07	-5.0033718235572428e-07	2.1441456068467606e-06	-2.4508633616725179e-08	-5.7190991488320358e-09
7.6942985926621529e-06	1.8680380081090650e-06	-7.4609696281008526e-06	3.0730987369307475e-05	-3.6581281829849040e-08	1.5067294521693300e-07	5.1295324106240865e-06	1.2453586748541857e-06	-1.4324508187713626e-08	5.9001499390984013e-08
8.8031131069855243e-07	-3.4899217246620510e-06	7.0750867032967678e-05	1.7846978802180645e-05	6.2041533961311980e-07	1.5650033742948822e-07	5.8687418919639974e-07	-2.3266144997908777e-06	2.6907918348831417e-08	6.7873568924728345e-09
-2.2452609187510190e-06	-5.8769617165795294e-07	9.3480446388773987e-06	-3.5712135337520934e-05	6.4494780400779455e-08	-2.4638905725882880e-07	-1.4968405854487423e-06	-3.9179746617505055e-07	4.5605570370137736e-09	-1.7423356804272267e-08
-5.3649304454949953e-07	1.9772892117510879e-06	-7.4886139591371964e-05	-2.0318120288578703e-05	-6.5029277590349541e-07	-1.7643756934799394e-07	-3.5766205418976881e-07	1.3181928067342650e-06	-1.5425505658704482e-08	-4.1853648890635180e-09
-2.4888855543253851e-06	-6.9916028733031337e-07	-1.2319460680359383e-05	4.3852140856091086e-05	-9.6206221605016380e-08	3.4245380182675564e-07	-1.6592570554575099e-06	-4.6610685766618217e-07	5.4850599982051232e-09	-1.9525833150021061e-08
-2.2541872037582987e-07	7.7568311573955738e-07	7.7932705315851011e-05	2.2645987912526884e-05	6.7799951825407786e-07	1.9701572180674418e-07	-1.5027913234609467e-07	5.1712209575062926e-07	-6.1229909372038907e-09	-1.7793822411004467e-09
7.3509784038697352e-06	2.2074241493634496e-06	1.5533069930927638e-05	-5.1727943290113732e-05	1.2851122336362544e-07	-4.2796605202403372e-07	4.9006522694719861e-06	1.4716160967925547e-06	-1.7529343858753664e-08	5.8374747666081504e-08
1.4238004740463734e-06	-4.5923050177303956e-06	-7.9585108063595945e-05	-2.4674561676417943e-05	-6.9757187381136517e-07	-2.1627512929962413e-07	9.4920033540311293e-07	-3.0615367120823219e-06	3.6689291315603294e-08	1.1375165610416868e-08
-1.2578514884442159e-05	-4.0232319084431007e-06	-1.8554750966344721e-05	5.8009874447279865e-05	-1.5879417121158335e-07	4.9645657877886783e-07	-8.3856765864280274e-06	-2.6821545536112441e-06	3.2337460062948578e-08	-1.0110210793791408e-07
-3.0828486190237019e-06	9.3498687823557586e-06	7.9297485767433734e-05	2.6146039308717678e-05	7.0252489816156947e-07	2.3163716268240447e-07	-2.0552324090952251e-06	6.2332458595010965e-06	-7.5610757273094731e-08	-2.4930458885496647e-08
1.8213036893178220e-05	6.1859695884849915e-06	2.0986109158544696e-05	-6.1788951435732268e-05	1.8398016049008200e-07	-5.4168902346440564e-07	1.2142024605151622e-05	4.1239797069406526e-06	-5.0331689643849186e-08	1.4818904436155305e-07
5.2121604433224142e-06	-1.4907717886709281e-05	-7.6471692754994069e-05	-2.6736534552121551e-05	-6.8625253578202897e-07	-2.3993208888651062e-07	3.4747736318157075e-06	-9.9384785711500232e-06	1.2204519794620172e-07	4.2670458128954445e-08
-2.4199316040034322e-05	-8.7038862296371625e-06	-2.2402924600239572e-05	6.2285947169398500e-05	-2.0037774804040067e-07	5.5710206694491555e-07	-1.6132877362236767e-05	-5.8025908425553103e-06	7.1698774206420076e-08	-1.9934328762525576e-07
-7.7969166314886717e-06	2.1084738861644854e-05	7.0496929546031751e-05	2.6069126903866146e-05	6.4200900188271643e-07	2.3740914214594504e-07	-5.1979444418346591e-06	1.4056492545557214e-05	-1.7477302516069595e-07	-6.4629243238295498e-08
3.0412005204616726e-05	1.1555613320589891e-05	2.2338141651065930e-05	-5.8789878015513901e-05	2.0360270014907385e-07	-5.3584496987509757e-07	2.0274670138869814e-05	7.7037422114614673e-06	-9.6387789420879493e-08	2.5367290098313929e-07
1.0789120448454934e-05	-2.7649078317731026e-05	-6.0780321654247465e-05	-2.3717321703942325e-05	-5.6303031515754337e-07	-2.1970218790141880e-07	7.1927469895314453e-06	-1.8432718885254607e-05	2.3208702332787564e-07	9.0564134619388686e-08
-3.6662698306520771e-05	-1.4684722918816679e-05	-2.0293555561095572e-05	5.0665565883128527e-05	-1.8868725080936948e-07	4.7108276646192336e-07	-2.4441798868931627e-05	-9.7898152558256494e-06	1.2404904383495624e-07	-3.0970776234914642e-07
-1.4101086479711825e-05	3.4314934283152305e-05	4.6771962005189522e-05	1.9220212398186494e-05	4.4268576431837670e-07	1.8191486252836436e-07	-9.4007243313943073e-06	2.2876622876584260e-05	-2.9173379613173764e-07	-1.1988259860869165e-07
4.2700191033327904e-05	1.7993959948792977e-05	1.5750490195398263e-05	-3.7376749908067802e-05	1.5016122030819865e-07	-3.5634063554895988e-07	2.8466794035415650e-05	1.1995973309319437e-05	-1.5396545564133992e-07	3.6536451044478726e-07
1.7598254338026978e-05	-4.0741284736222896e-05	-2.8009380135475471e-05	-1.2098534870159960e-05	-2.7486005205737266e-07	-1.1872466481622624e-07	1.1732169551064412e-05	-2.7160856516634555e-05	3.5086734181007564e-07	1.5155763376026494e-07
-4.8212314967459027e-05	-2.1337921966366363e-05	-8.1993315479945189e-06	1.8525783782252682e-05	-8.2310917358009492e-08	1.8597545378096625e-07	-3.2141543279673930e-05	-1.4225281311999606e-05	1.8496508825861485e-07	-4.1792237816642109e-07
-2.1094306668742760e-05	4.6535061698461506e-05	4.1578866982127724e-06	1.8849339729804190e-06	5.4340600399716219e-08	2.4634197054738707e-08	-1.4062871116696974e-05	3.1023374451842794e-05	-4.0603775530530023e-07	-1.8405659357363795e-07
5.2828950561501504e-05	2.4518033743317664e-05	-2.8344035165693497e-06	6.1069793252549836e-06	-2.0584237689334871e-08	4.4349722123648123e-08	3.5219300363409000e-05	1.6345355826877461e-05	-2.1534689149393170e-07	4.6400744856722233e-07
2.4346433764073346e-05	-5.1256262230443630e-05	2.4933642660007757e-05	1.1843502441235878e-05	2.2259970279919869e-07	1.0573524075544159e-07	1.6230955843803646e-05	-3.4170841471715095e-05	4.5319615545099812e-07	2.1526560254909197e-07
-5.6129945223121139e-05	-2.7278000362248028e-05	1.7745380691006639e-05	-3.6514908084399007e-05	1.6381384020757759e-07	-3.3708225024068537e-07	-3.7419963488275852e-05	-1.8185333600908382e-05	2.4280471841161602e-07	-4.9961930346038335e-07
-2.7054057263167571e-05	5.4427993430768392e-05	-5.9186377595423637e-05	-2.9419080215239017e-05	-5.5766178374218037e-07	-2.7719028353092288e-07	-1.8036038143839759e-05	3.6285328974436304e-05	-4.8774422502096060e-07	-2.4243885099388401e-07
5.7655869506997554e-05	2.9303111703866091e-05	-3.6807772793748639e-05	7.2421572713889893e-05	-3.5180941150421511e-07	6.9220653837508834e-07	3.8437246305391588e-05	1.9535407758913577e-05	-2.6437988672032762e-07	5.2018544684191173e-07
2.8859139473888137e-05	-5.5549317057706417e-05	9.8234772851103666e-05	5.1035386057976042e-05	9.4982127242762265e-07	4.9345568821211018e-07	1.9239426331887904e-05	-3.7032878014308124e-05	5.0461325602310549e-07	2.6215811655111834e-07
-5.6924549696480519e-05	-3.0221784356189865e-05	6.0116771380676536e-05	-1.1323371028118096e-04	5.8749897166676693e-07	-1.1065914216909403e-06	-3.7949699767778816e-05	-2.0147856240987145e-05	2.7643028210905392e-07	-5.2067307296315671e-07
-2.9351489575336140e-05	5.4113543490150516e-05	-1.4138497212485638e-04	-7.6687797123736504e-05	-1.3947251530363486e-06	-7.5650460377499571e-07	-1.9567659730879997e-05	3.6075695684019746e-05	-4.9839997157203837e-07	-2.7033494089946041e-07
5.3450918849660195e-05	2.9612509420631709e-05	-8.7536293028793799e-05	1.5800387318541084e-04	-8.7167631739370188e-07	1.5733841122040452e-06	3.5633945897619924e-05	1.9741672981449315e-05	-2.7464699713321584e-07	4.9574097662222337e-07
2.8077311446447434e-05	-4.9629792468740974e-05	1.8756875556191559e-04	1.0611441417906390e-04	1.8839811083202678e-06	1.0658362283725733e-06	1.8718207604004787e-05	-3.3086528325757120e-05	4.6354433247105368e-07	2.6224326006756154e-07
-4.6772669438709733e-05	-2.7014782894574337e-05	1.1863195798817743e-04	-2.0539623194145443e-04	1.2021570657323378e-06	-2.0813831697812502e-06	-3.1181779624237020e-05	-1.8009855249084484e-05	2.5410985327454782e-07	-4.3995897439210268e-07
-2.4554322292084506e-05	4.1649872230612539e-05	-2.3531948464963997e-04	-1.3873033335306273e-04	-2.4046169397408459e-06	-1.4176186043395170e-06	-1.6369548241512743e-05	2.7766581487144092e-05	-3.9457296984872356e-07	-2.3261708553688105e-07
3.6478861001382535e-05	2.1946874643729435e-05	-1.5261516674982574e-04	2.5366838422953341e-04	-1.5729830869509318e-06	2.6145241566235383e-06	2.4319240713790089e-05	1.4631249798370925e-05	-2.0941296230834767e-07	3.4807445078830129e-07
1.8291607002907809e-05	-2.9798023125570908e-05	2.8275052920991880e-04	1.7356753887405726e-04	2.9385070156505561e-06	1.8038143741022971e-06	1.2194404653669909e-05	-1.9865348782312961e-05	2.8639131240715329e-07	1.7580217659829802e-07
